fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,,
titles04/index.html.10343,tt0800241,Transsiberian (2008),transsiberian,http://www.imdb.com/title/tt0800241/,6.7,36844,6660,2008,video.movie,2,11,27,225,145,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10349,tt0800968,20 to 1 (TV Series 2005– ),to tv series,http://www.imdb.com/title/tt0800968/,6.3,234,3600,2005,video.tv,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10351,tt0802147,Heroes (TV Series 2006– ),heroes tv series,http://www.imdb.com/title/tt0802147/,7.4,8011,,2006,video.tv,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10352,tt0803057,Topjob - Showdown im Supermarkt (2008),topjob showdown im supermarkt,http://www.imdb.com/title/tt0803057/,5.7,15150,5160,2008,video.movie,0,0,25,70,52,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10353,tt0803061,Red Dog - Ein Held auf vier Pfoten (2011),red dog ein held auf vier pfoten,http://www.imdb.com/title/tt0803061/,7.5,10226,5520,2011,video.movie,9,15,6,171,74,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10354,tt0803093,Ultimate Avengers II (Video 2006),ultimate avengers ii video,http://www.imdb.com/title/tt0803093/,6.8,5573,4380,2006,video.movie,0,0,6,0,20,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10356,tt0804443,Asylum (2008),asylum,http://www.imdb.com/title/tt0804443/,4,2548,5580,2008,video.movie,0,0,6,42,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,
titles04/index.html.10358,tt0804492,The Hottie & the Nottie (2008),the hottie the nottie,http://www.imdb.com/title/tt0804492/,1.9,30458,5460,2008,video.movie,3,4,34,5,100,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles04/index.html.10361,tt0804505,Married Life (2007),married life,http://www.imdb.com/title/tt0804505/,6.3,7172,5460,2007,video.movie,0,0,29,5,48,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles04/index.html.10362,tt0804507,La terza madre (2007),la terza madre,http://www.imdb.com/title/tt0804507/,5.2,6187,6120,2007,video.movie,0,0,2,148,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10363,tt0804516,P2 - Schreie im Parkhaus (2007),p schreie im parkhaus,http://www.imdb.com/title/tt0804516/,5.9,22751,5880,2007,video.movie,0,0,16,234,145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,
titles04/index.html.10364,tt0804522,Machtlos (2007),machtlos,http://www.imdb.com/title/tt0804522/,6.8,40978,7320,2007,video.movie,1,2,63,228,188,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
titles04/index.html.10365,tt0804529,Sleep Dealer (2008),sleep dealer,http://www.imdb.com/title/tt0804529/,5.9,4997,5400,2008,video.movie,4,6,7,92,38,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,
titles04/index.html.10367,tt0804552,w Delta z (2007),w delta z,http://www.imdb.com/title/tt0804552/,5.7,6374,6240,2007,video.movie,0,0,3,16,45,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10368,tt0804908,Louis de Funès - Die Macht des Lachens (TV Movie 2003),louis de fun s die macht des lachens tv movie,http://www.imdb.com/title/tt0804908/,6.9,22,3120,2003,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10373,tt0805661,The Black Donnellys (TV Series 2007– ),the black donnellys tv series,http://www.imdb.com/title/tt0805661/,8.2,11947,3600,2007,video.tv,0,0,31,76,58,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10374,tt0805663,Jericho - Der Anschlag (TV Series 2006–2008),jericho der anschlag tv series,http://www.imdb.com/title/tt0805663/,8.1,41309,2700,2006,video.tv,0,5,43,530,165,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10375,tt0805664,Men in Trees (TV Series 2006–2008),men in trees tv series,http://www.imdb.com/title/tt0805664/,7.3,4262,2700,2006,video.tv,0,0,0,0,38,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles04/index.html.10376,tt0805666,Shark (TV Series 2006–2008),shark tv series,http://www.imdb.com/title/tt0805666/,7.1,9710,3600,2006,video.tv,0,2,39,330,31,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10377,tt0805669,Alles Betty! (TV Series 2006–2010),alles betty tv series,http://www.imdb.com/title/tt0805669/,6.5,31207,3600,2006,video.tv,43,92,413,3498,85,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10379,tt0806088,Heyy Babyy (2007),heyy babyy,http://www.imdb.com/title/tt0806088/,5.6,4164,8640,2007,video.movie,0,0,0,0,31,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10380,tt0806203,Carriers (2009),carriers,http://www.imdb.com/title/tt0806203/,6.1,30583,5040,2009,video.movie,0,0,9,354,114,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,
titles04/index.html.10384,tt0808135,2005 Glitter Awards (Video 2005),glitter awards video,http://www.imdb.com/title/tt0808135/,6.2,5,,2005,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10385,tt0808146,American Pie präsentiert: Nackte Tatsachen (Video 2006),american pie pr sentiert nackte tatsachen video,http://www.imdb.com/title/tt0808146/,5.1,37966,5820,2006,video.movie,0,0,6,7,88,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10387,tt0808164,Bas Ek Pal (2006),bas ek pal,http://www.imdb.com/title/tt0808164/,6.1,355,,2006,video.movie,0,0,0,0,12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles04/index.html.10391,tt0808279,Funny Games U.S. (2007),funny games u s,http://www.imdb.com/title/tt0808279/,6.4,56944,6660,2007,video.movie,3,2,16,370,417,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
titles04/index.html.10392,tt0808336,Kogitsune Heren (2006),kogitsune heren,http://www.imdb.com/title/tt0808336/,7.1,137,6240,2006,video.movie,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10393,tt0808357,Gefahr und Begierde (2007),gefahr und begierde,http://www.imdb.com/title/tt0808357/,7.6,26741,9420,2007,video.movie,15,35,65,24,150,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,
titles04/index.html.10396,tt0808506,Das Mädchen\,das durch die Zeit sprang (2006),das m dchen das durch die zeit sprang,http://www.imdb.com/title/tt0808506/,7.9,23412,5880,2006,video.movie,8,1,5,2,48,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
titles04/index.html.10397,tt0808510,Zahnfee auf Bewährung (2010),zahnfee auf bew hrung,http://www.imdb.com/title/tt0808510/,5,23134,6060,2010,video.movie,1,4,16,1006,62,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10398,tt0808526,Life During Wartime (2009),life during wartime,http://www.imdb.com/title/tt0808526/,6.5,4659,5880,2009,video.movie,3,5,14,358,36,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10400,tt0809295,Pepper Dennis Hiroshi Watanabe in Bed with Curtis Wilson: Film at Eleven (TV Episode 2006),pepper dennis hiroshi watanabe in bed with curtis wilson film at eleven tv episode,http://www.imdb.com/title/tt0809295/,7.2,11,3600,2006,video.episode,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10401,tt0809432,Hilde (2009),hilde,http://www.imdb.com/title/tt0809432/,6.7,546,8220,2009,video.movie,0,0,8,11,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10402,tt0809470,The Unbeatable Bruce Lee (Video 2001),the unbeatable bruce lee video,http://www.imdb.com/title/tt0809470/,7.3,42,3240,2001,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10405,tt0809951,Leergut (2007),leergut,http://www.imdb.com/title/tt0809951/,7.3,3171,6240,2007,video.movie,8,10,3,0,10,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10408,tt0810784,Bright Star - Meine Liebe. Ewig. (2009),bright star meine liebe ewig,http://www.imdb.com/title/tt0810784/,7,17898,7140,2009,video.movie,16,39,22,1000,105,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles04/index.html.10409,tt0810788,Burn Notice (TV Series 2007–2013),burn notice tv series,http://www.imdb.com/title/tt0810788/,8,50968,2640,2007,video.tv,7,11,667,2705,136,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10415,tt0811026,Heißer Verdacht - Das Finale (TV Movie 2006),hei er verdacht das finale tv movie,http://www.imdb.com/title/tt0811026/,8.4,1449,10920,2006,video.movie,7,8,2,18,17,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10416,tt0811066,Shootout at Lokhandwala (2007),shootout at lokhandwala,http://www.imdb.com/title/tt0811066/,7,3644,,2007,video.movie,3,1,0,0,34,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10417,tt0811136,Shut Up & Sing (2006),shut up sing,http://www.imdb.com/title/tt0811136/,7.7,4260,5580,2006,video.movie,10,6,22,20,80,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10418,tt0811137,Der Do-Deca-Pentathlon (2012),der do deca pentathlon,http://www.imdb.com/title/tt0811137/,6,1126,4560,2012,video.movie,0,0,16,65,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10420,tt0813549,Hak kuen (2006),hak kuen,http://www.imdb.com/title/tt0813549/,6.6,1312,6600,2006,video.movie,0,0,0,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10422,tt0814075,Erlöse uns von dem Bösen (2006),erl se uns von dem b sen,http://www.imdb.com/title/tt0814075/,8,6442,5940,2006,video.movie,7,6,12,256,51,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10423,tt0814203,Macbeth (TV Movie 2001),macbeth tv movie,http://www.imdb.com/title/tt0814203/,7.4,42,7920,2001,video.movie,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10427,tt0814331,Spring Breakdown (2009),spring breakdown,http://www.imdb.com/title/tt0814331/,4.9,3410,5040,2009,video.movie,0,0,19,77,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10428,tt0814335,Stepfather (2009),stepfather,http://www.imdb.com/title/tt0814335/,5.5,19593,6060,2009,video.movie,0,0,69,206,106,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10430,tt0815236,Zu scharf\,um wahr zu sein (2010),zu scharf um wahr zu sein,http://www.imdb.com/title/tt0815236/,6.4,86343,6240,2010,video.movie,0,0,26,652,128,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
titles04/index.html.10431,tt0815241,Religulous (2008),religulous,http://www.imdb.com/title/tt0815241/,7.8,46012,6060,2008,video.movie,2,1,12,135,330,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10435,tt0815465,Munich: Memories of the Event (Video 2006),munich memories of the event video,http://www.imdb.com/title/tt0815465/,7.3,28,540,2006,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
titles04/index.html.10436,tt0816226,It Takes Two (TV Series 2006– ),it takes two tv series,http://www.imdb.com/title/tt0816226/,5.2,38,7200,2006,video.tv,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,
titles04/index.html.10440,tt0816556,Lake Mungo (2008),lake mungo,http://www.imdb.com/title/tt0816556/,6.1,6489,5220,2008,video.movie,0,0,6,104,71,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10446,tt0817225,Milyang (2007),milyang,http://www.imdb.com/title/tt0817225/,7.5,3451,8520,2007,video.movie,10,5,3,9,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10447,tt0817228,The Tattooist (2007),the tattooist,http://www.imdb.com/title/tt0817228/,5.2,2399,5520,2007,video.movie,0,0,0,5,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,
titles04/index.html.10448,tt0817230,Valentinstag (2010),valentinstag,http://www.imdb.com/title/tt0817230/,5.8,77042,7500,2010,video.movie,6,12,195,18,199,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles04/index.html.10451,tt0817545,The Power of Few (2013),the power of few,http://www.imdb.com/title/tt0817545/,5.3,2614,5760,2013,video.movie,0,0,9,23,23,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10453,tt0818577,Saturday Night Live: The Best of Saturday TV Funhouse (Video 2006),saturday night live the best of saturday tv funhouse video,http://www.imdb.com/title/tt0818577/,6.5,150,5400,2006,video.movie,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10457,tt0819810,Traffic Signal (2007),traffic signal,http://www.imdb.com/title/tt0819810/,6.6,873,,2007,video.movie,2,0,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10458,tt0820111,Meatball Machine (2005),meatball machine,http://www.imdb.com/title/tt0820111/,5.8,1069,5400,2005,video.movie,0,0,0,0,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,
titles04/index.html.10459,tt0820117,A3 - Rock'n'Roll uzvraca udarac (2006),a rock n roll uzvraca udarac,http://www.imdb.com/title/tt0820117/,4.7,1070,,2006,video.movie,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10460,tt0820392,Come Dine with Me (TV Series 2005– ),come dine with me tv series,http://www.imdb.com/title/tt0820392/,7.3,596,1440,2005,video.tv,2,6,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
titles04/index.html.10465,tt0821810,Belle - Der Weg zum Glück (2008),belle der weg zum gl ck,http://www.imdb.com/title/tt0821810/,5.9,546,6480,2008,video.movie,2,0,24,7,10,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10470,tt0823333,Blade - Die Jagd geht weiter (TV Series 2006– ),blade die jagd geht weiter tv series,http://www.imdb.com/title/tt0823333/,6.6,3561,3600,2006,video.tv,0,0,2,46,51,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10471,tt0823671,Tinkerbell (Video 2008),tinkerbell video,http://www.imdb.com/title/tt0823671/,6.8,6121,4680,2008,video.movie,0,0,4,294,19,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10474,tt0824330,Les femmes de l'ombre (2008),les femmes de l ombre,http://www.imdb.com/title/tt0824330/,6.8,4910,7020,2008,video.movie,0,0,4,3,25,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
titles04/index.html.10478,tt0824991,Howard Stern on Demand Dustin Diamond Needs Money (TV Episode 2006),howard stern on demand dustin diamond needs money tv episode,http://www.imdb.com/title/tt0824991/,6.2,13,2820,2006,video.episode,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
titles04/index.html.10481,tt0825239,Counter Investigation - Kein Mord bleibt ungesühnt (2007),counter investigation kein mord bleibt unges hnt,http://www.imdb.com/title/tt0825239/,6.5,1623,5100,2007,video.movie,0,0,0,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10484,tt0826711,Le voyage du ballon rouge (2007),le voyage du ballon rouge,http://www.imdb.com/title/tt0826711/,6.6,2918,6900,2007,video.movie,3,5,7,7,36,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10485,tt0826760,Kommissarin Lund (TV Series 2007–2012),kommissarin lund tv series,http://www.imdb.com/title/tt0826760/,8.3,10254,3420,2007,video.tv,8,8,2,106,56,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10486,tt0826802,Never Sleep Again: The Making of 'A Nightmare on Elm Street' (Video 2006),never sleep again the making of a nightmare on elm street video,http://www.imdb.com/title/tt0826802/,7.8,194,3000,2006,video.movie,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10487,tt0826817,Diary of a Cannibal (Video 2007),diary of a cannibal video,http://www.imdb.com/title/tt0826817/,1.5,683,4860,2007,video.movie,0,0,0,0,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10488,tt0827498,Blood Tea and Red String (2006),blood tea and red string,http://www.imdb.com/title/tt0827498/,6.9,641,4260,2006,video.movie,1,0,2,0,14,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10489,tt0827947,Rachael Ray (TV Series 2006– ),rachael ray tv series,http://www.imdb.com/title/tt0827947/,4.4,577,,2006,video.tv,3,22,0,378,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
titles04/index.html.10490,tt0828151,Molly: An American Girl on the Home Front (TV Movie 2006),molly an american girl on the home front tv movie,http://www.imdb.com/title/tt0828151/,7,529,5100,2006,video.movie,1,4,3,0,14,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
titles04/index.html.10492,tt0828210,Family Guy Whistle While Your Wife Works (TV Episode 2006),family guy whistle while your wife works tv episode,http://www.imdb.com/title/tt0828210/,7.9,557,1800,2006,video.episode,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10500,tt0830938,Overnight (2007),overnight,http://www.imdb.com/title/tt0830938/,5,304,5520,2007,video.movie,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10502,tt0831315,Loose Change: Second Edition (Video 2005),loose change second edition video,http://www.imdb.com/title/tt0831315/,7.2,4316,4920,2005,video.movie,0,0,2,0,103,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10504,tt0831887,The Spirit (2008),the spirit,http://www.imdb.com/title/tt0831887/,4.8,48759,6180,2008,video.movie,0,0,114,924,279,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10505,tt0831888,Tekkon kinkurîto (2006),tekkon kinkur to,http://www.imdb.com/title/tt0831888/,7.7,6848,6180,2006,video.movie,3,1,3,6,27,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10507,tt0832557,Annually Retentive Episode #1.5 (TV Episode 2006),annually retentive episode tv episode,http://www.imdb.com/title/tt0832557/,7.7,6,1800,2006,video.episode,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10508,tt0833476,Jhoom Barabar Jhoom (2007),jhoom barabar jhoom,http://www.imdb.com/title/tt0833476/,3.8,2128,8280,2007,video.movie,0,0,0,0,56,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10509,tt0833484,The Killer (2006),the killer,http://www.imdb.com/title/tt0833484/,4.4,557,,2006,video.movie,0,0,0,0,8,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10511,tt0834001,Underworld - Aufstand der Lykaner (2009),underworld aufstand der lykaner,http://www.imdb.com/title/tt0834001/,6.6,92279,5520,2009,video.movie,0,0,62,409,160,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10513,tt0835034,A Four Letter Word (2007),a four letter word,http://www.imdb.com/title/tt0835034/,5.6,639,5220,2007,video.movie,3,0,2,5,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
titles04/index.html.10515,tt0835434,In Treatment - Der Therapeut (TV Series 2008– ),in treatment der therapeut tv series,http://www.imdb.com/title/tt0835434/,8.3,11297,1500,2008,video.tv,5,32,49,1161,34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10518,tt0836682,Nocturna (2007),nocturna,http://www.imdb.com/title/tt0836682/,7.5,894,4800,2007,video.movie,2,1,0,0,7,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10523,tt0838232,Der rosarote Panther 2 (2009),der rosarote panther,http://www.imdb.com/title/tt0838232/,5.5,25979,5520,2009,video.movie,0,0,54,251,104,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10527,tt0839715,2006 Glitter Awards (Video 2006),glitter awards video,http://www.imdb.com/title/tt0839715/,5.8,8,,2006,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10530,tt0839980,Semi-Pro (2008),semi pro,http://www.imdb.com/title/tt0839980/,5.8,55916,5460,2008,video.movie,1,4,67,187,113,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
titles04/index.html.10532,tt0840305,Comedy Central Roast of William Shatner (TV Movie 2006),comedy central roast of william shatner tv movie,http://www.imdb.com/title/tt0840305/,7.4,1479,5400,2006,video.movie,0,0,0,0,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10533,tt0840322,Forever Strong (2008),forever strong,http://www.imdb.com/title/tt0840322/,7.3,7380,6720,2008,video.movie,1,0,17,16,40,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
titles04/index.html.10535,tt0840694,Sex in the 70s Blue Movies (TV Episode 2005),sex in the s blue movies tv episode,http://www.imdb.com/title/tt0840694/,8.4,7,,2005,video.episode,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
titles04/index.html.10537,tt0841044,2 Tage Paris (2007),tage paris,http://www.imdb.com/title/tt0841044/,6.9,23599,5760,2007,video.movie,2,5,25,9,102,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
